year,id,pap_majortopic,pap_subtopic,majortopic,subtopic,description,filter_democrat,words
1948,183,16,1608,16,1608,For these reasons it is imperative that we maintain our military strength until world peace with justice is secure.,1,19
1948,184,16,1604,16,1604,"Under the leadership of President Truman, our military departments have been united and our Government organization for the national defense greatly strengthened.",1,22
1948,185,16,1604,16,1604,"We pledge to maintain adequate military strength, based on these improvements, sufficient to fulfill our responsibilities in occupation zones, defend our national interests, and to bolster those free nations resisting Communist aggression.",1,32
1948,186,0,-555,0,-555,This is our platform.,1,4
1948,187,0,-555,0,-555,These are our principles.,1,4
1948,188,0,-555,0,-555,They form a political and economic policy which has guided our party and our nation.,1,15
1948,189,0,-555,0,-555,The American people know these principles well.,1,7
1948,190,0,-555,0,-555,"Under them, we have enjoyed greater security, greater prosperity, and more effective world leadership than ever before.",1,17
1948,191,0,-555,0,-555,Under them and with the guidance of Divine Providence we can proceed to higher levels of prosperity and security;,1,19
1948,192,0,-555,0,-555,we can advance to a better life at home;,1,9
1948,193,0,-555,0,-555,we can continue our leadership in the world with ever-growing prospects for lasting peace.,1,14
1952,194,16,1605,16,1605,Our nation has entered into an age in which Divine Providence has permitted the genius of man to unlock the secret of the atom.,1,24
1952,195,16,1605,16,1605,"No system of government can survive the challenge of an atomic era unless its administration is committed to the stewardship of a trustee imbued with a democratic faith, a buoyant hope for the future, the charity of brotherhood, and the vision to translate these ideals into the realities of human government.",1,51
1952,196,16,1605,16,1605,"The Government of the United States, administered by the Democratic Party, is today so entrusted.",1,15
1952,197,19,1900,19,1900,"The free choice of the Democratic Party by the people of America as the instrument to achieve that purpose will mean world peace with honor, national security based on collective pacts with other free nations, and a high level of human dignity.",1,42
1952,198,16,1600,16,1600,"National survival demands that these goals be attained, and the endowments of the Democratic Party alone can assure their attainment.",1,20
1952,199,16,1600,16,1600,"For twenty years, under the dedicated guidance of Franklin Delano Roosevelt and Harry S. Truman, our country has moved steadily along the road which has led the United States of America to world leadership in the cause of freedom.",1,39
1952,200,16,1600,16,1600,We will not retreat one inch along that road.,1,9
1952,201,16,1600,16,1600,"Rather, it is our prayerful hope that the people, whom we have so faithfully served, will renew the mandate to continue our service and that Almighty God may grant us the wisdom to succeed.",1,34
1952,202,1,100,1,100,"An objective appraisal of the past record clearly demonstrates that the Democratic Party has been the chosen American instrument to achieve prosperity, build a stronger democracy, erect the structure of world peace, and continue on the path of progress.",1,39
1952,203,15,1500,15,1500,"Democratic Party policies and programs rescued American business from total collapse from the fatal economic consequences of watered stock, unsound banks, useless and greedy holding companies, high tariff barriers, and predatory business practices, all of which prevailed under the last Republican administrations.",1,42
1952,204,15,1500,15,1500,"Democratic policies have enabled the Federal Government to help all business, small and large, to achieve the highest rate of productivity, the widest domestic and world markets, and the largest profits in the history of the Nation.",1,37
1952,205,15,1500,15,1500,"The simple fact is that today there are more than four million operating business enterprises in this country, over one million more than existed in 1932.",1,26
1952,206,15,1500,15,1500,Corporate losses in that fateful year were over three billion dollars;,1,11
1952,207,15,1500,15,1500,"in 1951, corporate profits, after taxes, reached the staggering total of eighteen billion.",1,13
1952,208,4,400,4,400,"Democratic policies and programs rescued American agriculture from the economic consequences of blight, drought, flood and storm, from oppressive and indiscriminate foreclosures, and from the ruinous conditions brought about by the bungling incompetence and neglect of the preceding twelve years of Republican maladministration.",1,43
1952,209,4,400,4,400,"Economic stability, soil conservation, rural electrification, farm dwelling improvement, increased production and efficiency and more than sevenfold increase in cash income have been the return to farmers for their faith in the Democratic Party.",1,34
1952,210,5,500,5,500,Democratic labor policies have rescued the wage earners in this country from mass unemployment and from sweatshop slavery at starvation wages.,1,21
1952,211,5,500,5,500,"Under our Democratic administrations, decent hours, decent wages, and decent working conditions have become the rule rather than the exception.",1,20
1952,212,5,504,5,504,"Self organizations of labor unions and collective bargaining, both of which are the keystone to labor management, peace and prosperity, must be encouraged, for the good of all.",1,28
1952,213,1,103,1,103,"Unemployment is now less than 3 per cent of the labor force, compared with almost 25 per cent in 1932.",1,20
1952,214,5,504,5,504,"Trade union membership has reached a total of 16 million, which is more than five times the total of 1932.",1,20
