year,id,pap_majortopic,pap_subtopic,majortopic,subtopic,description,words
1952,157,1,100,1,100,"They claim prosperity but the appearance of economic health is created by war expenditures, waste and extravagance, planned emergencies, and war crises.",22
1952,158,1,101,1,101,They have debauched our money by cutting in half the purchasing power of our dollar.,15
1952,159,20,2001,20,2001,We charge that they have weakened local self-government which is the cornerstone of the freedom of men.,17
1952,160,19,1900,19,1900,"We charge that they have shielded traitors to the Nation in high places, and that they have created enemies abroad where we should have friends.",25
1952,161,20,2002,20,2002,We charge that they have violated our liberties by turning loose upon the country a swarm of arrogant bureaucrats and their agents who meddle intolerably in the lives and occupations of our citizens.,33
1952,162,20,2012,20,2012,"We charge that there has been corruption in high places, and that examples of dishonesty and dishonor have shamed the moral standards of the American people.",26
1952,163,16,1619,16,1619,"We charge that they have plunged us into war in Korea without the consent of our citizens through their authorized representatives in the Congress, and have carried on that war without will to victory.",34
1952,164,16,1600,16,1600,"The present Administration, in seven years, has squandered the unprecedented power and prestige which were ours at the close of World War II.",23
1952,165,19,1900,19,1900,"In that time, more than 500 million non-Russian people of fifteen different countries have been absorbed into the power sphere of Communist Russia, which proceeds confidently with its plan for world conquest.",32
1952,166,19,1900,19,1900,We charge that the leaders of the Administration in power lost the peace so dearly earned by World War II.,20
1952,167,19,1921,19,1921,"The moral incentives and hopes for a better world which sustained us through World War II were betrayed, and this has given Communist Russia a military and propaganda initiative which, if unstayed, will destroy us.",35
1952,168,19,1921,19,1921,"They abandoned friendly nations such as Latvia, Lithuania, Estonia, Poland and Czechoslovakia to fend for themselves against the Communist aggression which soon swallowed them.",24
1952,169,19,1921,19,1921,They required the National Government of China to surrender Manchuria with its strategic ports and railroads to the control of Communist Russia.,22
1952,170,19,1921,19,1921,They urged that Communists be taken into the Chinese Government and its military forces.,14
1952,171,19,1921,19,1921,And finally they denied the military aid that had been authorized by Congress and which was crucially needed if China were to be saved.,24
1952,172,19,1921,19,1921,Thus they substituted on our Pacific flank a murderous enemy for an ally and friend.,15
1952,173,19,1900,19,1900,"In all these respects they flouted our peace-assuring pledges such as the Atlantic Charter, and did so in favor of despots, who, it was well-known, consider that murder, terror, slavery, concentration camps and the ruthless and brutal denial of human rights are legitimate means to their desired ends.",48
1952,174,19,1900,19,1900,"Tehran, Yalta and Potsdam were the scenes of those tragic blunders with others to follow.",15
1952,175,19,1900,19,1900,The leaders of the Administration in power acted without the knowledge or consent of Congress or of the American people.,20
1952,176,19,1900,19,1900,They traded our overwhelming victory for a new enemy and for new oppressions and new wars which were quick to come.,21
1952,177,16,1619,16,1619,"In South Korea, they withdrew our occupation troops in the face of the aggressive, poised for action, Communist military strength on its northern border.",24
1952,178,16,1619,16,1619,They publicly announced that Korea was of no concern to us.,11
1952,179,16,1619,16,1619,"Then when the Communist forces acted to take what seemed to have been invited, they committed this nation to fight back under the most unfavorable conditions.",26
1952,180,16,1619,16,1619,"Already the tragic cost is over 110,000 American casualties.",9
1952,181,16,1619,16,1619,"With foresight, the Korean War would never have happened.",9
1952,182,16,1619,16,1619,"In going back into Korea, they evoked the patriotic and sacrificial support of the American people.",16
1952,183,16,1619,16,1619,"But by their hampering orders they produced stalemates and ignominious bartering with our enemies, and they offer no hope of victory.",21
1952,184,19,1900,19,1900,They have effectively ignored many vital areas in the face of a global threat requiring balanced handling.,17
1952,185,19,1921,19,1921,The people of the other American Republics are resentful of our neglect of their legitimate aspirations and cooperative friendship.,19
1952,186,19,1900,19,1900,The Middle East and much of Africa seethe with anti-American sentiment.,11
1952,187,19,1921,19,1921,"The peoples of the Far East who are not under Communist control find it difficult to sustain their morale as they contrast Russia's ""Asia First"" policy with the ""Asia Last"" policy of those in control of the Administration now in power.",41
1952,188,20,2012,20,2012,"Here at home they have exhibited corruption, incompetence, and disloyalty in public office to such an extent that the very concept of free representative government has been tarnished and has lost its idealistic appeal to those elsewhere who are confronted with the propaganda of Communism.",45
